id,target_type,target_name,check_type,sql_or_command,expected_result,severity
1806,table_or_view,public.payment_methods,race_condition_risk_heuristic,Heuristic/targeted check on payment_methods: race_condition_risk_heuristic,race_condition_risk_heuristic should pass for payment_methods,P1
1807,table_or_view,public.payment_methods,transaction_atomicity_required_paths,Heuristic/targeted check on payment_methods: transaction_atomicity_required_paths,transaction_atomicity_required_paths should pass for payment_methods,P0
1808,table_or_view,public.payment_methods,service_role_leak_scan,Heuristic/targeted check on payment_methods: service_role_leak_scan,service_role_leak_scan should pass for payment_methods,P0
1809,table_or_view,public.payment_methods,anon_role_capability_boundary,Heuristic/targeted check on payment_methods: anon_role_capability_boundary,anon_role_capability_boundary should pass for payment_methods,P0
1810,table_or_view,public.payment_methods,admin_godmode_boundary,Heuristic/targeted check on payment_methods: admin_godmode_boundary,admin_godmode_boundary should pass for payment_methods,P1
1811,table_or_view,public.payment_methods,soft_delete_behavior_check,Heuristic/targeted check on payment_methods: soft_delete_behavior_check,soft_delete_behavior_check should pass for payment_methods,P2
1812,table_or_view,public.payment_methods,hard_delete_guardrails,Heuristic/targeted check on payment_methods: hard_delete_guardrails,hard_delete_guardrails should pass for payment_methods,P1
1813,table_or_view,public.payment_methods,topup_pending_to_success_transition,Heuristic/targeted check on payment_methods: topup_pending_to_success_transition,topup_pending_to_success_transition should pass for payment_methods,P0
1814,table_or_view,public.payment_methods,invoice_pending_to_paid_transition,Heuristic/targeted check on payment_methods: invoice_pending_to_paid_transition,invoice_pending_to_paid_transition should pass for payment_methods,P0
1815,table_or_view,public.payment_methods,commission_post_payment_trigger,Heuristic/targeted check on payment_methods: commission_post_payment_trigger,commission_post_payment_trigger should pass for payment_methods,P1
1816,table_or_view,public.payment_methods,billing_dashboard_reflection,Heuristic/targeted check on payment_methods: billing_dashboard_reflection,billing_dashboard_reflection should pass for payment_methods,P1
1817,table_or_view,public.payment_methods,notifications_dashboard_reflection,Heuristic/targeted check on payment_methods: notifications_dashboard_reflection,notifications_dashboard_reflection should pass for payment_methods,P1
1818,table_or_view,public.payment_methods,data_persistence_after_refresh,Heuristic/targeted check on payment_methods: data_persistence_after_refresh,data_persistence_after_refresh should pass for payment_methods,P0
1819,table_or_view,public.payment_methods,schema_cache_mismatch_scan,Heuristic/targeted check on payment_methods: schema_cache_mismatch_scan,schema_cache_mismatch_scan should pass for payment_methods,P0
1820,table_or_view,public.payment_methods,compat_columns_fallback_scan,Heuristic/targeted check on payment_methods: compat_columns_fallback_scan,compat_columns_fallback_scan should pass for payment_methods,P1
1821,table_or_view,public.payment_methods,legacy_table_compat_view_check,Heuristic/targeted check on payment_methods: legacy_table_compat_view_check,legacy_table_compat_view_check should pass for payment_methods,P2
1822,table_or_view,public.payment_methods,check_constraint_enforcement,Heuristic/targeted check on payment_methods: check_constraint_enforcement,check_constraint_enforcement should pass for payment_methods,P1
1823,table_or_view,public.payment_methods,enum_value_drift_scan,Heuristic/targeted check on payment_methods: enum_value_drift_scan,enum_value_drift_scan should pass for payment_methods,P1
1824,table_or_view,public.payment_methods,project_assignment_integrity,Heuristic/targeted check on payment_methods: project_assignment_integrity,project_assignment_integrity should pass for payment_methods,P1
1825,table_or_view,public.payment_methods,milestone_release_integrity,Heuristic/targeted check on payment_methods: milestone_release_integrity,milestone_release_integrity should pass for payment_methods,P1
1826,table_or_view,public.payment_methods,financial_ledger_consistency,Heuristic/targeted check on payment_methods: financial_ledger_consistency,financial_ledger_consistency should pass for payment_methods,P0
1827,table_or_view,public.payment_methods,wallet_balance_reconciliation,Heuristic/targeted check on payment_methods: wallet_balance_reconciliation,wallet_balance_reconciliation should pass for payment_methods,P1
1828,table_or_view,public.payment_methods,openapi_endpoint_contract,Heuristic/targeted check on payment_methods: openapi_endpoint_contract,openapi_endpoint_contract should pass for payment_methods,P2
1829,table_or_view,public.payment_methods,edge_function_auth_mode,Heuristic/targeted check on payment_methods: edge_function_auth_mode,edge_function_auth_mode should pass for payment_methods,P1
1830,table_or_view,public.payment_methods,edge_function_cors_mode,Heuristic/targeted check on payment_methods: edge_function_cors_mode,edge_function_cors_mode should pass for payment_methods,P2
1831,table_or_view,public.payment_methods,edge_function_error_shape,Heuristic/targeted check on payment_methods: edge_function_error_shape,edge_function_error_shape should pass for payment_methods,P2
1832,table_or_view,public.payment_methods,email_provider_sendability,Heuristic/targeted check on payment_methods: email_provider_sendability,email_provider_sendability should pass for payment_methods,P1
1833,table_or_view,public.payment_methods,email_provider_domain_verification_required,Heuristic/targeted check on payment_methods: email_provider_domain_verification_required,email_provider_domain_verification_required should pass for payment_methods,P2
1834,table_or_view,public.payment_methods,paystack_init_payload_validity,Heuristic/targeted check on payment_methods: paystack_init_payload_validity,paystack_init_payload_validity should pass for payment_methods,P1
1835,table_or_view,public.payment_methods,paystack_webhook_payload_validity,Heuristic/targeted check on payment_methods: paystack_webhook_payload_validity,paystack_webhook_payload_validity should pass for payment_methods,P1
1836,table_or_view,public.payment_methods,resend_payload_validity,Heuristic/targeted check on payment_methods: resend_payload_validity,resend_payload_validity should pass for payment_methods,P2
1837,table_or_view,public.payment_methods,oauth_redirect_url_alignment,Heuristic/targeted check on payment_methods: oauth_redirect_url_alignment,oauth_redirect_url_alignment should pass for payment_methods,P1
1838,table_or_view,public.payment_methods,localhost_origin_alignment,Heuristic/targeted check on payment_methods: localhost_origin_alignment,localhost_origin_alignment should pass for payment_methods,P2
1839,table_or_view,public.payment_methods,vercel_env_placeholder_compliance,Heuristic/targeted check on payment_methods: vercel_env_placeholder_compliance,vercel_env_placeholder_compliance should pass for payment_methods,P2
1840,table_or_view,public.payment_methods,demo_data_absence_check,Heuristic/targeted check on payment_methods: demo_data_absence_check,demo_data_absence_check should pass for payment_methods,P2
1841,table_or_view,public.payment_methods,seed_script_safety_check,Heuristic/targeted check on payment_methods: seed_script_safety_check,seed_script_safety_check should pass for payment_methods,P2
1842,table_or_view,public.payment_methods,sql_injection_surface_scan,Heuristic/targeted check on payment_methods: sql_injection_surface_scan,sql_injection_surface_scan should pass for payment_methods,P0
1843,table_or_view,public.payment_methods,xss_surface_scan,Heuristic/targeted check on payment_methods: xss_surface_scan,xss_surface_scan should pass for payment_methods,P1
1844,table_or_view,public.payment_methods,csrf_relevance_assessment,Heuristic/targeted check on payment_methods: csrf_relevance_assessment,csrf_relevance_assessment should pass for payment_methods,P2
1845,table_or_view,public.payment_methods,rate_limit_presence,Heuristic/targeted check on payment_methods: rate_limit_presence,rate_limit_presence should pass for payment_methods,P2
1846,table_or_view,public.payment_methods,abuse_protection_presence,Heuristic/targeted check on payment_methods: abuse_protection_presence,abuse_protection_presence should pass for payment_methods,P2
